m, LED_intensity, Middle_Intensity, #_led, dm, height, D, Area_L, Area_HD, Area_FD, 90% 
3.000000e+00, 1.000000e+06, 4.842067e+08, 22, 1.100563e-01, 4.500000e-02, 4.952535e-03, 1.040032e-01, 1.067432e-01, 1.150366e-01, 5.669781e-02
3.000000e+00, 1.000000e+06, 3.398724e+09, 23, 1.709160e-01, 4.500000e-02, 7.691218e-03, 1.692068e-01, 1.737179e-01, 1.874287e-01, 1.130943e-01
3.000000e+00, 1.000000e+06, 5.381069e+08, 24, 1.008989e-01, 4.500000e-02, 4.540449e-03, 1.044303e-01, 1.069428e-01, 1.145420e-01, 5.669813e-02
3.000000e+00, 1.000000e+06, 3.698408e+09, 25, 1.572843e-01, 4.500000e-02, 7.077792e-03, 1.698670e-01, 1.740196e-01, 1.866275e-01, 1.131003e-01
3.000000e+00, 1.000000e+06, 5.920435e+08, 26, 9.314739e-02, 4.500000e-02, 4.191633e-03, 1.047908e-01, 1.071106e-01, 1.141228e-01, 5.669837e-02
3.000000e+00, 1.000000e+06, 3.998517e+09, 27, 1.456254e-01, 4.500000e-02, 6.553145e-03, 1.703818e-01, 1.742273e-01, 1.858929e-01, 1.130621e-01
3.000000e+00, 1.000000e+06, 6.469146e+08, 28, 8.650136e-02, 4.500000e-02, 3.892561e-03, 1.050991e-01, 1.072538e-01, 1.137631e-01, 5.669857e-02
3.000000e+00, 1.000000e+06, 4.298279e+09, 29, 1.356005e-01, 4.500000e-02, 6.102023e-03, 1.708567e-01, 1.744383e-01, 1.852948e-01, 1.130606e-01
3.000000e+00, 1.000000e+06, 2.968597e+07, 2, 8.164966e-01, 5.000000e-02, 4.082483e-02, 4.082483e-02, 6.248724e-02, 1.324745e-01, 4.762200e-02
3.000000e+00, 1.000000e+06, 2.865591e+08, 3, 7.453519e-01, 5.000000e-02, 3.726760e-02, 7.453519e-02, 9.490508e-02, 1.601814e-01, 5.839922e-02
3.000000e+00, 1.000000e+06, 2.276284e+08, 4, 5.682094e-01, 5.000000e-02, 2.841047e-02, 8.523141e-02, 1.008492e-01, 1.501239e-01, 5.975512e-02
3.000000e+00, 1.000000e+06, 5.044898e+08, 5, 6.043769e-01, 5.000000e-02, 3.021884e-02, 1.208754e-01, 1.380394e-01, 1.922712e-01, 8.776271e-02
3.000000e+00, 1.000000e+06, 1.813484e+08, 6, 3.988294e-01, 5.000000e-02, 1.994147e-02, 9.970736e-02, 1.107717e-01, 1.451576e-01, 6.290884e-02
3.000000e+00, 1.000000e+06, 8.035089e+08, 7, 5.084066e-01, 5.000000e-02, 2.542033e-02, 1.525220e-01, 1.673323e-01, 2.137017e-01, 1.108813e-01
3.000000e+00, 1.000000e+06, 1.468059e+08, 8, 3.009447e-01, 5.000000e-02, 1.504724e-02, 1.053307e-01, 1.137033e-01, 1.395007e-01, 6.298876e-02
3.000000e+00, 1.000000e+06, 1.055672e+09, 9, 4.258346e-01, 5.000000e-02, 2.129173e-02, 1.703339e-01, 1.829064e-01, 2.219841e-01, 1.225563e-01
3.000000e+00, 1.000000e+06, 1.483411e+08, 10, 2.413241e-01, 5.000000e-02, 1.206620e-02, 1.085958e-01, 1.153205e-01, 1.359313e-01, 6.299180e-02
3.000000e+00, 1.000000e+06, 1.296147e+09, 11, 3.551962e-01, 5.000000e-02, 1.775981e-02, 1.775981e-01, 1.881339e-01, 2.206876e-01, 1.254580e-01
3.000000e+00, 1.000000e+06, 1.783659e+08, 12, 2.013598e-01, 5.000000e-02, 1.006799e-02, 1.107479e-01, 1.163647e-01, 1.335193e-01, 6.299360e-02
3.000000e+00, 1.000000e+06, 1.538519e+09, 13, 3.016149e-01, 5.000000e-02, 1.508074e-02, 1.809689e-01, 1.899307e-01, 2.174984e-01, 1.257677e-01
3.000000e+00, 1.000000e+06, 2.189042e+08, 14, 1.727268e-01, 5.000000e-02, 8.636339e-03, 1.122724e-01, 1.170940e-01, 1.317827e-01, 6.299495e-02
3.000000e+00, 1.000000e+06, 1.781413e+09, 15, 2.616756e-01, 5.000000e-02, 1.308378e-02, 1.831730e-01, 1.909559e-01, 2.148184e-01, 1.257497e-01
3.000000e+00, 1.000000e+06, 2.616062e+08, 16, 1.512113e-01, 5.000000e-02, 7.560567e-03, 1.134085e-01, 1.176318e-01, 1.304732e-01, 6.299593e-02
3.000000e+00, 1.000000e+06, 2.024377e+09, 17, 2.310154e-01, 5.000000e-02, 1.155077e-02, 1.848123e-01, 1.916884e-01, 2.127169e-01, 1.257079e-01
3.000000e+00, 1.000000e+06, 3.049283e+08, 18, 1.344561e-01, 5.000000e-02, 6.722803e-03, 1.142877e-01, 1.180445e-01, 1.294507e-01, 6.299666e-02
3.000000e+00, 1.000000e+06, 2.267163e+09, 19, 2.068105e-01, 5.000000e-02, 1.034053e-02, 1.861295e-01, 1.922888e-01, 2.110876e-01, 1.257085e-01
3.000000e+00, 1.000000e+06, 3.482059e+08, 20, 1.210401e-01, 5.000000e-02, 6.052003e-03, 1.149881e-01, 1.183712e-01, 1.286304e-01, 6.299721e-02
3.000000e+00, 1.000000e+06, 2.510177e+09, 21, 1.871376e-01, 5.000000e-02, 9.356882e-03, 1.871376e-01, 1.927135e-01, 2.097037e-01, 1.256597e-01
3.000000e+00, 1.000000e+06, 3.921900e+08, 22, 1.100563e-01, 5.000000e-02, 5.502817e-03, 1.155592e-01, 1.186361e-01, 1.279577e-01, 6.299757e-02
3.000000e+00, 1.000000e+06, 2.752976e+09, 23, 1.709160e-01, 5.000000e-02, 8.545798e-03, 1.880076e-01, 1.931021e-01, 2.086046e-01, 1.256603e-01
3.000000e+00, 1.000000e+06, 4.358666e+08, 24, 1.008989e-01, 5.000000e-02, 5.044943e-03, 1.160337e-01, 1.188552e-01, 1.273962e-01, 6.299792e-02
3.000000e+00, 1.000000e+06, 2.995719e+09, 25, 1.572843e-01, 5.000000e-02, 7.864213e-03, 1.887411e-01, 1.934308e-01, 2.076855e-01, 1.256670e-01
3.000000e+00, 1.000000e+06, 4.795553e+08, 26, 9.314739e-02, 5.000000e-02, 4.657369e-03, 1.164342e-01, 1.190395e-01, 1.269203e-01, 6.299819e-02
3.000000e+00, 1.000000e+06, 3.238799e+09, 27, 1.456254e-01, 5.000000e-02, 7.281272e-03, 1.893131e-01, 1.936562e-01, 2.068446e-01, 1.256245e-01
3.000000e+00, 1.000000e+06, 5.240008e+08, 28, 8.650136e-02, 5.000000e-02, 4.325068e-03, 1.167768e-01, 1.191966e-01, 1.265119e-01, 6.299841e-02
3.000000e+00, 1.000000e+06, 3.481615e+09, 29, 1.356005e-01, 5.000000e-02, 6.780026e-03, 1.898407e-01, 1.938858e-01, 2.061589e-01, 1.256229e-01
